chr1:3425974-3426242	chr1:68050553-68050790	chr1:204257416-204257780	chr1:242056982-242057313	chr2:214011-214245	chr2:53859639-53860129	chr2:87825666-87825915	chr2:107544245-107544456	chr4:5568408-5568624	chr4:88697613-88697903	chr4:150582859-150583933	chr4:185638877-185639207	chr5:1277352-1277598	chr5:1339547-1339967	chr5:1416677-1416889	chr5:28809293-28810413	chr5:179257325-179257658	chr5:179559512-179559998	chr6:27871920-27872291	chr6:134176398-134176618	chr6:155218841-155219059	chr6:167719954-167720212	chr6:168535772-168535984	chr6:170275003-170275219	chr7:376426-376627	chr7:635932-636458	chr7:2020272-2020496	chr7:10779678-10780083	chr7:23490815-23491071	chr7:64192252-64192584	chr7:157594361-157594630	chr7:157784993-157785250	chr8:1026015-1026416	chr8:8963256-8963602	chr8:11613505-11613740	chr8:22010221-22010693	chr8:22056764-22057014	chr8:132129318-132129569	chr8:143379802-143380091	chr8:144270459-144270724	chr9:13323113-13323351	chr9:95313136-95313459	chr9:133701451-133701774	chr9:134049340-134049554	chr9:137217297-137217540	chr10:413752-414118	chr10:479779-480101	chr10:104268766-104269289	chr10:132924714-132925200	chr11:32437876-32438332	chr11:47378237-47378455	chr11:48968624-48968933	chr11:64085331-64085610	chr11:95150171-95150401	chr11:117481976-117482246	chr11:128451766-128452000	chr12:111037149-111037438	chr12:124387589-124387873	chr13:52195421-52195743	chr13:112036871-112037219	chr13:113023313-113023522	chr14:101442444-101442685	chr15:26628950-26629381	chr15:52794432-52794661	chr15:52795014-52795291	chr16:1027527-1027772	chr16:2036419-2036891	chr16:4680261-4680486	chr16:19183561-19183887	chr16:28740761-28741011	chr16:49638532-49638814	chr16:59754888-59755168	chr16:72787241-72787693	chr16:85948046-85948359	chr16:88103639-88103992	chr17:78450564-78450788	chr17:79942885-79943117	chr18:10589152-10589389	chr18:37336749-37336952	chr18:50268080-50268626	chr18:78313274-78313558	chr18:80147414-80147683	chr19:3387965-3388205	chr19:40623942-40624207	chr19:42199452-42199824	chr19:45677962-45678197	chr19:51887588-51888115	chr20:19974892-19975390	chr20:20452461-20452685	chr20:43513918-43514127	chr20:43514570-43514951	chr21:41756502-41756734	chr21:42106460-42106707	chr21:45984194-45984398	chr22:11598866-11599125	chr22:46439087-46439388	chr22:48646559-48646820	chr22:49102438-49102653	chrX:663882-664104	chrX:30247055-30247438	chrX:34131147-34131369
K562.pool74.S5.N.CTACTG	NA	0.7	0	0	NA	1	0.722222222222222	0	NA	NA	0.973684210526316	NA	0.714285714285714	0.923076923076923	0.25	0	NA	NA	NA	NA	0	0	0.444444444444444	0.0666666666666667	0.115384615384615	NA	0.5	0	0.833333333333333	0	NA	NA	0	NA	0	0.923076923076923	NA	NA	0.222222222222222	0.846153846153846	0.333333333333333	1	0	NA	NA	0	0.0769230769230769	1	NA	0.930555555555556	0.0625	NA	NA	NA	0.294117647058824	0	0	NA	NA	NA	NA	0	0	NA	0	0	1	NA	0.818181818181818	NA	NA	NA	0.923076923076923	0	NA	NA	NA	0	NA	NA	0.0416666666666667	0.928571428571429	NA	0	0	1	NA	0.0625	NA	1	NA	0	0	0	0.0384615384615385	NA	0	NA	NA	NA	NA
K562.pool74.S5.O.CATATG	NA	NA	0.222222222222222	0.05	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	0	NA	0.888888888888889	NA	NA	NA	NA	NA	0	NA	NA	0.5	NA	NA	0	0	NA	0	0.894736842105263	0	0.954545454545455	NA	NA	NA	1	NA	1	0	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0.0714285714285714	NA	NA	0	0	NA	0.888888888888889	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA
K562.pool74.S5.P.GTATAC	0	NA	0.0588235294117647	NA	0.5	0.974358974358974	0.142857142857143	0.0769230769230769	NA	NA	NA	NA	0	1	NA	0	0.0909090909090909	0.875	1	0.958333333333333	0	0	NA	0	NA	0.352941176470588	NA	0	0	NA	0.357142857142857	0	0	0.952380952380952	NA	0.925925925925926	NA	NA	0.2	1	NA	1	0	0.824074074074074	0	0	1	0.941176470588235	0	0.941176470588235	0	0.0416666666666667	NA	NA	0	0.0533333333333333	0.5	0.75	1	0	0	0	0.0625	0	0.0588235294117647	0	1	1	0.3	0.941176470588235	NA	0	1	0.1	NA	0	NA	0	0.285714285714286	1	NA	0.882352941176471	0.884615384615385	0	0	0.944444444444444	NA	0.307692307692308	0.25	0.5	0.941176470588235	0.555555555555556	NA	0	0	0.1875	0	0.166666666666667	NA	0.0769230769230769	0.1
K562.pool74.S5.Q.ACCTTC	NA	NA	0	0.2	NA	NA	0	0	NA	NA	1	0	0.261904761904762	1	0.25	0	0	1	NA	1	NA	0	0	0.0833333333333333	NA	0	0	0	NA	0	0	NA	NA	NA	NA	1	NA	NA	0.166666666666667	1	0	1	0.176470588235294	1	0	0	0	NA	NA	0.944444444444444	NA	NA	1	1	NA	NA	0	1	1	0	NA	0	0.142857142857143	0	0	0	1	0.807692307692308	NA	0.857142857142857	0	0	NA	0	0	0	NA	0.85	0	NA	NA	NA	NA	0.0625	NA	NA	1	NA	NA	1	0.944444444444444	0.0833333333333333	0	NA	0	0.15	NA	NA	NA	0	NA
K562.pool74.S5.R.CTTCCA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool74.S5.S.CGAATG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool74.S5.T.AGCATC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool74.S5.U.TACCGA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool74.S5.V.CAAGGA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool74.S5.X.CCGTAA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool74.S5.Y.ATAGAC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool74.S5.Z.AGGTCT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
K562.pool75.S6.A.TAGCTT	NA	0.5	0	0	0	0.857142857142857	NA	NA	0	0.916666666666667	0.970588235294118	0.111111111111111	0.0833333333333333	0.941176470588235	NA	0	0	1	1	0.944444444444444	0.222222222222222	0	1	0	0.194444444444444	0	0.111111111111111	0.158333333333333	0.8125	0	0	0.0357142857142857	NA	0.989583333333333	0	0.988372093023256	NA	0	0.294117647058824	0.901960784313726	0	0.96875	0.0434782608695652	1	0	0.0476190476190476	0.0769230769230769	1	0	1	0.05	NA	0.625	NA	0	0.222222222222222	0	1	0.833333333333333	NA	NA	0	NA	0	0	0	0.966666666666667	0.769230769230769	0.777777777777778	NA	0	NA	1	0	0	0	0.2	0	0.125	0.945945945945946	NA	1	1	0	0.0158730158730159	1	1	0.184210526315789	0.166666666666667	0.9	0.315789473684211	0	0.0588235294117647	0.5	0	0	0	NA	0	0	0
K562.pool75.S6.AA.GGAATG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool75.S6.B.ACTTGA	0.0227272727272727	1	0	0	NA	0.977272727272727	NA	0	NA	NA	1	NA	0	NA	0.0208333333333333	NA	NA	1	0.9375	0.933333333333333	0	0	NA	NA	0.25	0	NA	0	NA	0.0434782608695652	0.0833333333333333	0	NA	NA	0.0952380952380952	1	0	NA	0.1	1	NA	NA	0.222222222222222	1	NA	0	0	0.96	0	1	0	NA	0.909090909090909	0.875	0	0	0.363636363636364	NA	1	0	0	0	0	NA	0	0.333333333333333	1	0.692307692307692	0.857142857142857	1	0	NA	NA	0	0	NA	0.09375	NA	0.555555555555556	NA	0	NA	0.7	0	0.0952380952380952	0.857142857142857	0.84	0	NA	0	NA	0.4	NA	0	0	0	0	0.285714285714286	NA	0	0.181818181818182
K562.pool75.S6.BB.GCTTCA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool75.S6.C.GCCAAT	0	NA	NA	NA	0	1	0	NA	NA	0.933333333333333	1	0	0.8	1	0	0	0	NA	1	0.875	NA	NA	0	0.111111111111111	NA	0	NA	0.6	NA	NA	0.15625	0	0	1	0.142857142857143	1	0	NA	NA	NA	NA	1	NA	0.875	0	0	0	NA	NA	1	NA	NA	NA	NA	0	0	0.111111111111111	NA	NA	NA	0	0	0.157894736842105	NA	NA	0.666666666666667	0.941176470588235	1	NA	1	NA	NA	1	0.428571428571429	0.222222222222222	NA	0	NA	0.116666666666667	1	0	NA	NA	0	0	1	0.888888888888889	0	0	NA	NA	NA	0.142857142857143	NA	0	NA	0	NA	NA	0	NA
K562.pool75.S6.CC.TCCTAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool75.S6.D.CGATGT	0.0317460317460317	NA	0	0.0151515151515151	0.239583333333333	1	NA	0	0	NA	0.976190476190476	NA	NA	1	0	0.024390243902439	0	1	1	0.909090909090909	NA	0	0.0909090909090909	0	0.285714285714286	NA	NA	0	0.75	0	NA	0	NA	1	0.285714285714286	0	0.25	NA	0	0.857142857142857	NA	1	1	NA	0.0625	NA	0	NA	0	0.894736842105263	NA	0.133333333333333	0.9	NA	0.5	NA	0.4	NA	1	NA	NA	0	NA	0	0	0.05	0.80952380952381	0.87719298245614	0	0.833333333333333	0.333333333333333	0.1	1	NA	0	0.0666666666666667	0.363636363636364	NA	NA	NA	0	NA	0.8	0	0	0.9	NA	0	0.363636363636364	0.738095238095238	0.764705882352941	NA	NA	0.9	0	0	0	NA	0	0	NA
K562.pool75.S6.DD.TAAGGC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool75.S6.EE.AACCTG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool75.S6.F.ATCACG	0.230769230769231	NA	NA	0	0	NA	0.769230769230769	0	NA	0.952380952380952	1	NA	1	1	NA	0	NA	1	NA	NA	0	NA	NA	0.2	NA	0	NA	0.0476190476190476	NA	0	0.272727272727273	0	0	NA	0.2	1	NA	NA	0.2	0.9	NA	1	0.0952380952380952	0.875	0	0	NA	1	0.125	NA	0	NA	0.944444444444444	1	NA	0	NA	NA	NA	NA	NA	NA	0	0	0.125	NA	NA	NA	0	1	0.428571428571429	0	NA	0.3	0	0	NA	NA	0	1	0	NA	NA	NA	0	0.714285714285714	NA	0	NA	NA	NA	0	0	0	0	0	NA	NA	0	NA	NA
K562.pool75.S6.FF.TTCCCG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool75.S6.G.TGACCA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool75.S6.GG.GATCAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K562.pool75.S6.H.CAGATC	0.0384615384615385	NA	0	NA	0	1	NA	0.25	0.0416666666666667	NA	1	NA	1	1	0	0	NA	0.944444444444444	1	0.9875	0	0	NA	0.119047619047619	NA	NA	0	0.0555555555555556	NA	0	0	0	0	1	0.0952380952380952	0.96969696969697	NA	1	NA	0.75	NA	1	NA	NA	0	0.888888888888889	NA	0.948717948717949	NA	NA	0	0	NA	NA	NA	NA	0.0909090909090909	NA	1	0.6	NA	NA	0	NA	0.0714285714285714	0	0.958333333333333	1	0.222222222222222	0.857142857142857	NA	0.5	0.772727272727273	NA	NA	0.132352941176471	NA	0.0666666666666667	NA	1	NA	0.818181818181818	NA	0	0	NA	NA	NA	0	NA	NA	0.3	1	0	0	NA	NA	0.1	0.333333333333333	0.2	0.214285714285714
K562.pool75.S6.HH.GCACTT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
K562.pool75.S6.I.CTTGTA	0.2	1	NA	0	0.5	1	NA	0.230769230769231	NA	NA	NA	0	NA	NA	NA	NA	0.0666666666666667	1	NA	1	NA	0	0	0	0	0.0161290322580645	NA	0	NA	0	NA	0	NA	NA	1	1	NA	NA	0.277777777777778	1	0	NA	NA	NA	NA	0	0.05	0.96	0	NA	NA	0.142857142857143	1	1	NA	0	NA	NA	NA	NA	NA	NA	0.0454545454545455	0	NA	NA	NA	NA	NA	NA	0	NA	NA	0.2	NA	NA	0	0	0.138888888888889	NA	NA	1	1	NA	0.1	1	1	0	0	NA	0.392857142857143	0	0	NA	0	NA	NA	NA	NA	0	0
K562.pool75.S6.J.GACGAG	0	0	0.125	0.175438596491228	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0	0	0	NA	0.931034482758621	1	0	0.05	0	0	0.6	NA	NA	NA	0.923076923076923	0.0909090909090909	0.2	NA	0	1	0.214285714285714	NA	0.166666666666667	0	0	0.833333333333333	NA	NA	NA	1	0	NA	0	NA	NA	1	NA	0	0.833333333333333	1	0	0	NA	1	1	0.115384615384615	NA	NA	0	0	0.117647058823529	0	NA	NA	0	NA	NA	0.125	1	NA	0	NA	NA	0	0	NA	0	NA	0.9	0	0	0.766666666666667	NA	NA	NA	NA	0.230769230769231	NA	0.111111111111111	NA	NA	NA	0	0	NA	0.111111111111111	0
K562.pool75.S6.K.AAGGTC	0	NA	0	0.0666666666666667	0	NA	NA	NA	0	NA	0.973684210526316	0	1	0.8	0	0	0	0.928571428571429	1	0.958333333333333	NA	0	0	0.125	NA	0	0	0.166666666666667	1	0	0	0	0	NA	0.136363636363636	1	0	0	0.181818181818182	1	NA	0.947368421052632	NA	1	NA	0.0416666666666667	NA	NA	0	NA	0	NA	0.730769230769231	1	0	NA	0.15625	1	1	0.625	NA	NA	0	0	0.0833333333333333	0.0454545454545455	NA	NA	NA	0.9	0.111111111111111	NA	NA	0	0	0	0.111111111111111	0.0454545454545455	0	1	0	NA	0.949275362318841	0	NA	1	1	0	0	0.907407407407407	0.931818181818182	0.0392156862745098	0	0	0	0.0151515151515151	0.0909090909090909	NA	0	0	0.1
K562.pool75.S6.L.TGTAGC	NA	NA	0	0	NA	1	NA	NA	NA	NA	NA	NA	0	NA	0.125	0.125	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0.0909090909090909	0	0	NA	0.933333333333333	NA	0.666666666666667	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.954545454545455	NA	1	NA	NA	NA	1	0	NA	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	0	1	NA	1	NA	NA	NA	0.866666666666667	NA	0	0.357142857142857	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	0
K562.pool75.S6.M.TTGGCA	0.0714285714285714	NA	0	0.1	0	1	NA	0	NA	1	1	0	0	1	0	0	0.125	1	1	0.947368421052632	0	0	NA	0.2	NA	0	0.714285714285714	0.0473684210526316	1	0	0	0	0.111111111111111	1	NA	1	NA	NA	0.5	1	NA	1	0.111111111111111	1	0	0	0	1	0	NA	NA	NA	NA	1	0	NA	0.0694444444444444	1	1	NA	NA	0.0833333333333333	0.119047619047619	0	0.166666666666667	NA	0.976190476190476	NA	0	1	0.2	0	0.2	NA	0.0833333333333333	0.181818181818182	0.4	0	0	1	NA	0.9375	1	0	0.1	0.952380952380952	0.984126984126984	NA	NA	0.861111111111111	0.714285714285714	0	0.0294117647058824	NA	0	0	0.153846153846154	0	0	0	NA
K562.pool75.S6.N.CTACTG	0	1	0	NA	0	1	0.125	0	0.272727272727273	NA	NA	0	NA	0.978260869565217	0	0	0	0	0.980952380952381	NA	0	0.3	1	0	0	0.464285714285714	0.25	0	1	0	0	0	0	1	NA	1	NA	0	0	NA	0	NA	NA	1	0	0.222222222222222	0.153846153846154	0.944444444444444	0	NA	0	0.5	1	NA	0.370370370370371	NA	NA	0.920634920634921	1	NA	NA	0	0.0641025641025641	0	NA	NA	1	NA	0	NA	0	0	1	NA	0	NA	0.235294117647059	0.0263157894736842	0	NA	0	0.894736842105263	NA	0	0	0.916666666666667	NA	NA	NA	0	NA	0.142857142857143	NA	0	NA	0.0714285714285714	NA	0	0	NA	NA
K562.pool75.S6.O.CATATG	0	0	0	0.4	0.481481481481481	1	NA	NA	0	0.966666666666667	NA	NA	0.928571428571429	0.833333333333333	0.0909090909090909	0	0.3	NA	1	1	0.111111111111111	NA	1	NA	0	0	0	0.0357142857142857	NA	0	0.0384615384615385	0	0	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	0	1	0.0666666666666667	0	0	1	0	1	0	0.272727272727273	NA	NA	0	0	0.333333333333333	NA	NA	0	NA	0	0	0.153846153846154	0.0238095238095238	0.0625	NA	0.892156862745098	NA	0.769230769230769	NA	NA	NA	0	1	0	0.0625	0	NA	1	NA	1	1	0	0	1	1	0	0	0.733333333333333	0.657894736842105	NA	0	0.0454545454545455	0	0	NA	NA	0.166666666666667	NA	NA
K562.pool75.S6.P.GTATAC	0	0.633333333333333	0	0	0	1	0.5	NA	0	0.708333333333333	1	0.0625	0	0.970588235294118	0	0	0	0.8	1	1	NA	0.0526315789473684	0	0.0857142857142857	0.333333333333333	0.0188679245283019	0.25	0.0454545454545455	NA	0	0	0	0	1	0	1	0.125	0	0	0.714285714285714	0	0.909090909090909	0	1	0	0.0666666666666667	NA	NA	0	1	0	0	1	NA	0	0	0	0.866666666666667	0.75	NA	0	NA	0.227272727272727	0	0	0	NA	NA	0.75	NA	NA	NA	1	0	0.141666666666667	0.125	0	NA	0.0375	1	NA	0.888888888888889	NA	0	0	1	0.96875	0	NA	0.333333333333333	0.423611111111111	0.166666666666667	0	0.75	NA	0	0.1	0	0	0.333333333333333	0
K562.pool75.S6.Q.ACCTTC	0	NA	0.1	0.75	0.272727272727273	NA	0	0.833333333333333	1	0.916666666666667	1	0.25	0	0.923076923076923	0.923076923076923	NA	0.121212121212121	1	1	NA	0	0	1	0.777777777777778	NA	NA	0	0	NA	0	0	0	NA	1	0	1	NA	0.333333333333333	NA	1	0.909090909090909	NA	0.166666666666667	1	0	0.0666666666666667	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	0.909090909090909	NA	NA	NA	0	NA	1	NA	1	NA	NA	1	0	NA	1	0.111111111111111	NA	NA	NA	1	0	NA	1	NA	NA	0	0	0.8	1	0.222222222222222	0	NA	NA	0.0833333333333334	NA	0.214285714285714	1	0	1	NA	NA	0	NA
